1 35 1   1.0  19.0 
   4.00000000 -100.09026836 
   3.89705882 -100.09038941 
   3.79411765 -100.09053574 
   3.69117647 -100.09071436 
   3.58823529 -100.09092849 
   3.48529412 -100.09120336 
   3.38235294 -100.09153880 
   3.27941176 -100.09195899 
   3.17647059 -100.09248824 
   3.07352941 -100.09315985 
   2.97058824 -100.09401822 
   2.86764706 -100.09512264 
   2.76470588 -100.09655187 
   2.66176471 -100.09840843 
   2.55882353 -100.10082506 
   2.45588235 -100.10396953 
   2.35294118 -100.10804488 
   2.25000000 -100.11330222 
   2.14705882 -100.12001833 
   2.04411765 -100.12847792 
   1.94117647 -100.13897596 
   1.83823529 -100.15177315 
   1.73529412 -100.16707395 
   1.63235294 -100.18499967 
   1.52941176 -100.20556059 
   1.42647059 -100.22858410 
   1.32352941 -100.25360280 
   1.22058824 -100.27961584 
   1.11764706 -100.30464684 
   1.01470588 -100.32489937 
   0.91176471 -100.33305850 
   0.80882353 -100.31492151 
   0.70588235 -100.24287288 
   0.60294118 -100.05990361 
   0.50000000 -99.63840310 
