1 35 1   1.0  19.0 
   4.00000000 -100.18704008 
   3.89705882 -100.18597078 
   3.79411765 -100.18466772 
   3.69117647 -100.18310254 
   3.58823529 -100.18123702 
   3.48529412 -100.17906939 
   3.38235294 -100.17655453 
   3.27941176 -100.17368985 
   3.17647059 -100.17047745 
   3.07352941 -100.16694256 
   2.97058824 -100.16313943 
   2.86764706 -100.15916333 
   2.76470588 -100.15515872 
   2.66176471 -100.15132684 
   2.55882353 -100.14793255 
   2.45588235 -100.14530292 
   2.35294118 -100.14381159 
   2.25000000 -100.14388300 
   2.14705882 -100.14593317 
   2.04411765 -100.15033557 
   1.94117647 -100.15742244 
   1.83823529 -100.16743281 
   1.73529412 -100.18050595 
   1.63235294 -100.19667326 
   1.52941176 -100.21585213 
   1.42647059 -100.23777984 
   1.32352941 -100.26191301 
   1.22058824 -100.28718929 
   1.11764706 -100.31158547 
   1.01470588 -100.33127208 
   0.91176471 -100.33891262 
   0.80882353 -100.32029193 
   0.70588235 -100.24780245 
   0.60294118 -100.06446248 
   0.50000000 -99.64266825 
