1 35 1   1.0  19.0 
   4.00000000 -100.13425378 
   3.89705882 -100.12702128 
   3.79411765 -100.12009404 
   3.69117647 -100.11352329 
   3.58823529 -100.10736587 
   3.48529412 -100.10168342 
   3.38235294 -100.09654385 
   3.27941176 -100.09201867 
   3.17647059 -100.08818491 
   3.07352941 -100.08512507 
   2.97058824 -100.08292639 
   2.86764706 -100.08168240 
   2.76470588 -100.08149187 
   2.66176471 -100.08245878 
   2.55882353 -100.08469192 
   2.45588235 -100.08830437 
   2.35294118 -100.09341419 
   2.25000000 -100.10014454 
   2.14705882 -100.10862414 
   2.04411765 -100.11898639 
   1.94117647 -100.13136611 
   1.83823529 -100.14589261 
   1.73529412 -100.16267672 
   1.63235294 -100.18178798 
   1.52941176 -100.20321454 
   1.42647059 -100.22679157 
   1.32352941 -100.25206938 
   1.22058824 -100.27807143 
   1.11764706 -100.30285289 
   1.01470588 -100.32265821 
   0.91176471 -100.33022368 
   0.80882353 -100.31141263 
   0.70588235 -100.23867437 
   0.60294118 -100.05502876 
   0.50000000 -99.63293125 
