1 35 1   1.0  19.0 
   4.00000000 -99.91160760 
   3.89705882 -99.91160223 
   3.79411765 -99.91159552 
   3.69117647 -99.91158524 
   3.58823529 -99.91156991 
   3.48529412 -99.91154746 
   3.38235294 -99.91151511 
   3.27941176 -99.91146954 
   3.17647059 -99.91140456 
   3.07352941 -99.91131199 
   2.97058824 -99.91117914 
   2.86764706 -99.91099294 
   2.76470588 -99.91073173 
   2.66176471 -99.91036741 
   2.55882353 -99.90986203 
   2.45588235 -99.90916380 
   2.35294118 -99.90820336 
   2.25000000 -99.90688811 
   2.14705882 -99.90509640 
   2.04411765 -99.90267063 
   1.94117647 -99.89940842 
   1.83823529 -99.89505162 
   1.73529412 -99.88927285 
   1.63235294 -99.88166298 
   1.52941176 -99.87172079 
   1.42647059 -99.85884922 
   1.32352941 -99.84237834 
   1.22058824 -99.82164577 
   1.11764706 -99.79615417 
   1.01470588 -99.76548703 
   0.91176471 -99.72738275 
   0.80882353 -99.67175837 
   0.70588235 -99.98285371 
   0.60294118 -99.80411880 
   0.50000000 -99.38629569 
