1 35 1   1.0  19.0 
   4.00000000 -99.94997318 
   3.89705882 -99.94996825 
   3.79411765 -99.94996038 
   3.69117647 -99.94994834 
   3.58823529 -99.94993044 
   3.48529412 -99.94990432 
   3.38235294 -99.94986667 
   3.27941176 -99.94981289 
   3.17647059 -99.94973687 
   3.07352941 -99.94963535 
   2.97058824 -99.94948910 
   2.86764706 -99.94928164 
   2.76470588 -99.94899145 
   2.66176471 -99.94858763 
   2.55882353 -99.94802881 
   2.45588235 -99.94725882 
   2.35294118 -99.94620163 
   2.25000000 -99.94475575 
   2.14705882 -99.94278727 
   2.04411765 -99.96992602 
   1.94117647 -99.97756407 
   1.83823529 -99.98762471 
   1.73529412 -100.00052504 
   1.63235294 -100.01655613 
   1.52941176 -100.03576896 
   1.42647059 -100.05794438 
   1.32352941 -100.08248865 
   1.22058824 -100.10823652 
   1.11764706 -100.13306328 
   1.01470588 -100.15307444 
   0.91176471 -100.16092623 
   0.80882353 -100.14242613 
   0.70588235 -100.06982922 
   0.60294118 -99.88724371 
   0.50000000 -99.46772645 
